"","PointID","Round","n","count","percent_grazed"
"1353","SHCR202_18","2",70,0,0
"1354","SHCR203_17","2",63,0,0
"1355","SHCR203_18","2",81,0,0
"1356","SHCR204_17","2",59,2,3.38983050847458
"1357","SHCR204_18","2",51,1,1.96078431372549
"1358","SHCR205_17","2",51,2,3.92156862745098
"1359","SHCR205_18","2",64,2,3.125
"1360","SHCR206_17","2",60,1,1.66666666666667
"1361","SHCR206_18","2",71,12,16.9014084507042
"1362","SHCR207_17","2",44,1,2.27272727272727
"1363","SHCR207_18","2",52,5,9.61538461538461
